crop,year,season,state,area,production,fertilizer,pesticide,yield,nitrogen,phosphorus,potassium,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
other oilseeds,2018,Kharif     ,Jammu and Kashmir,1.0,1.0,162.2,0.35,0.5,70.0,25.0,42.0,6.7,9.45,814.65,55.72
other oilseeds,2018,Rabi       ,Jammu and Kashmir,49.0,30.0,7947.8,17.15,0.606666667,70.0,25.0,42.0,6.7,9.45,814.65,55.72
Bajra,2019,Kharif     ,Delhi,1475.0,4873.0,253346.0,545.75,3.3,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Barley,2019,Kharif     ,Delhi,60.0,180.0,10305.6,22.2,3.0,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Gram,2019,Rabi       ,Delhi,2.0,4.0,343.52,0.74,2.0,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Jowar,2019,Kharif     ,Delhi,3150.0,3150.0,541044.0,1165.5,1.0,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Maize,2019,Kharif     ,Delhi,20.0,102.0,3435.2,7.4,5.1,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Rapeseed &Mustard,2019,Rabi       ,Delhi,3250.0,8125.0,558220.0,1202.5,2.5,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Rice,2019,Kharif     ,Delhi,5848.0,17580.0,1004452.48,2163.76,3.01,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Wheat,2019,Rabi       ,Delhi,19228.0,82905.0,3302601.28,7114.36,4.31,90.0,40.0,30.0,7.5,25.47,618.71,49.1
Bajra,2019,Kharif     ,Jammu and Kashmir,9656.0,5781.0,1658514.56,3572.72,0.603333333,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Bajra,2019,Rabi       ,Jammu and Kashmir,123.0,36.0,21126.48,45.51,0.58,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Barley,2019,Kharif     ,Jammu and Kashmir,933.0,330.0,160252.08,345.21,0.35,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Barley,2019,Rabi       ,Jammu and Kashmir,6495.0,4154.0,1115581.2,2403.15,0.7075,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Dry chillies,2019,Kharif     ,Jammu and Kashmir,678.0,548.0,116453.28,250.86,0.862727273,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Dry chillies,2019,Rabi       ,Jammu and Kashmir,12.0,9.0,2061.12,4.44,0.74,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Garlic,2019,Rabi       ,Jammu and Kashmir,662.0,535.0,113705.12,244.94,0.805555556,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Ginger,2019,Kharif     ,Jammu and Kashmir,19.0,37.0,3263.44,7.03,1.925,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Gram,2019,Kharif     ,Jammu and Kashmir,9.0,3.0,1545.84,3.33,0.3,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Horse-gram,2019,Kharif     ,Jammu and Kashmir,631.0,221.0,108380.56,233.47,0.361666667,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Horse-gram,2019,Rabi       ,Jammu and Kashmir,20.0,8.0,3435.2,7.4,0.4,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Linseed,2019,Rabi       ,Jammu and Kashmir,125.0,151.0,21470.0,46.25,1.213333333,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Maize,2019,Kharif     ,Jammu and Kashmir,268669.0,541451.0,4.614658744E7,99407.53,1.8985,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Masoor,2019,Kharif     ,Jammu and Kashmir,213.0,122.0,36584.88,78.81,1.44,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Masoor,2019,Rabi       ,Jammu and Kashmir,166.0,150.0,28512.16,61.42,0.9,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Moong(Green Gram),2019,Kharif     ,Jammu and Kashmir,308.0,133.0,52902.08,113.96,0.485714286,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Moth,2019,Kharif     ,Jammu and Kashmir,1169.0,856.0,200787.44,432.53,0.691,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Onion,2019,Kharif     ,Jammu and Kashmir,26.0,13.0,4465.76,9.62,0.335,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Onion,2019,Rabi       ,Jammu and Kashmir,561.0,1342.0,96357.36,207.57,2.426666667,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Other  Rabi pulses,2019,Rabi       ,Jammu and Kashmir,369.0,192.0,63379.44,136.53,0.8625,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Other Cereals,2019,Kharif     ,Jammu and Kashmir,126.0,319.0,21641.76,46.62,4.394,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Other Cereals,2019,Rabi       ,Jammu and Kashmir,5834.0,1093.0,1002047.84,2158.58,0.22,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Other Kharif pulses,2019,Kharif     ,Jammu and Kashmir,4237.0,3582.0,727747.12,1567.69,1.08,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Peas & beans (Pulses),2019,Kharif     ,Jammu and Kashmir,281.0,1383.0,48264.56,103.97,4.504,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Peas & beans (Pulses),2019,Rabi       ,Jammu and Kashmir,716.0,577.0,122980.16,264.92,0.699,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Potato,2019,Kharif     ,Jammu and Kashmir,1362.0,14417.0,233937.12,503.94,11.211875,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Potato,2019,Rabi       ,Jammu and Kashmir,1451.0,13726.0,249223.76,536.87,8.391666667,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Ragi,2019,Kharif     ,Jammu and Kashmir,205.0,107.0,35210.8,75.85,0.55,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Rapeseed &Mustard,2019,Kharif     ,Jammu and Kashmir,93.0,47.0,15973.68,34.41,0.5,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Rapeseed &Mustard,2019,Rabi       ,Jammu and Kashmir,45218.0,37098.0,7766643.68,16730.66,0.880526316,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Rice,2019,Kharif     ,Jammu and Kashmir,280513.0,587099.0,4.818091288E7,103789.81,2.0755,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Sesamum,2019,Kharif     ,Jammu and Kashmir,3825.0,1565.0,656982.0,1415.25,0.405,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Small millets,2019,Kharif     ,Jammu and Kashmir,1683.0,637.0,289072.08,622.71,0.39125,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Small millets,2019,Rabi       ,Jammu and Kashmir,7.0,5.0,1202.32,2.59,0.7,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Sugarcane,2019,Whole Year ,Jammu and Kashmir,37.0,83.0,6355.12,13.69,1.915,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Turmeric,2019,Kharif     ,Jammu and Kashmir,4.0,4.0,687.04,1.48,1.0,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Urad,2019,Kharif     ,Jammu and Kashmir,8315.0,2802.0,1428184.4,3076.55,0.370909091,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Urad,2019,Rabi       ,Jammu and Kashmir,6.0,3.0,1030.56,2.22,0.48,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Wheat,2019,Rabi       ,Jammu and Kashmir,243929.0,488297.0,4.189724504E7,90253.73,1.6575,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
other oilseeds,2019,Kharif     ,Jammu and Kashmir,2.0,1.0,343.52,0.74,0.5,70.0,25.0,42.0,6.7,7.64,1323.46,67.07
Banana,1997,Whole Year ,Manipur,1.0,12.0,95.17,0.31,12.0,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Dry chillies,1997,Whole Year ,Manipur,3.0,2.0,285.51,0.93,0.75,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Maize,1997,Kharif     ,Manipur,6.0,23.0,571.02,1.86,4.25,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Onion,1997,Kharif     ,Manipur,2.0,5.0,190.34,0.62,2.5,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Other Kharif pulses,1997,Kharif     ,Manipur,13.0,6.0,1237.21,4.03,0.45,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Peas & beans (Pulses),1997,Kharif     ,Manipur,2.0,1.0,190.34,0.62,0.5,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Rice,1997,Kharif     ,Manipur,155.0,348.0,14751.35,48.05,2.075555556,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Soyabean,1997,Kharif     ,Manipur,5.0,7.0,475.85,1.55,1.4,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Sugarcane,1997,Whole Year ,Manipur,7.0,2.0,666.19,2.17,0.29,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Turmeric,1997,Whole Year ,Manipur,7.0,4.0,666.19,2.17,0.57,58.0,17.0,37.0,5.9,19.88,1143.54,69.39
Banana,1998,Autumn     ,Manipur,1280.0,16460.0,126464.0,371.2,12.72,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Banana,1998,Rabi       ,Manipur,660.0,8490.0,65208.0,191.4,12.894,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Banana,1998,Summer     ,Manipur,20.0,260.0,1976.0,5.8,13.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Banana,1998,Winter     ,Manipur,940.0,12090.0,92872.0,272.6,12.87833333,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Cotton(lint),1998,Autumn     ,Manipur,30.0,20.0,2964.0,8.7,0.67,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Cotton(lint),1998,Rabi       ,Manipur,10.0,10.0,988.0,2.9,1.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Cotton(lint),1998,Winter     ,Manipur,30.0,10.0,2964.0,8.7,0.33,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Dry chillies,1998,Autumn     ,Manipur,2000.0,1200.0,197600.0,580.0,0.608,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Dry chillies,1998,Rabi       ,Manipur,3240.0,1940.0,320112.0,939.6,0.601666667,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Dry chillies,1998,Summer     ,Manipur,1230.0,740.0,121524.0,356.7,0.605,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Dry chillies,1998,Winter     ,Manipur,2360.0,1420.0,233168.0,684.4,0.595,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Ginger,1998,Autumn     ,Manipur,360.0,590.0,35568.0,104.4,1.62,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Ginger,1998,Summer     ,Manipur,10.0,20.0,988.0,2.9,2.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Ginger,1998,Winter     ,Manipur,220.0,360.0,21736.0,63.8,1.59,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Jute,1998,Autumn     ,Manipur,10.0,20.0,988.0,2.9,2.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Jute,1998,Summer     ,Manipur,10.0,20.0,988.0,2.9,2.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Maize,1998,Autumn     ,Manipur,2960.0,10090.0,292448.0,858.4,2.84,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Onion,1998,Autumn     ,Manipur,60.0,120.0,5928.0,17.4,2.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Onion,1998,Rabi       ,Manipur,80.0,170.0,7904.0,23.2,2.05,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Onion,1998,Summer     ,Manipur,40.0,90.0,3952.0,11.6,2.165,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Onion,1998,Winter     ,Manipur,20.0,40.0,1976.0,5.8,2.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Peas & beans (Pulses),1998,Autumn     ,Manipur,850.0,430.0,83980.0,246.5,0.433333333,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Peas & beans (Pulses),1998,Rabi       ,Manipur,850.0,430.0,83980.0,246.5,0.545,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Peas & beans (Pulses),1998,Summer     ,Manipur,710.0,360.0,70148.0,205.9,0.5475,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Peas & beans (Pulses),1998,Winter     ,Manipur,630.0,320.0,62244.0,182.7,0.52,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Potato,1998,Autumn     ,Manipur,320.0,1670.0,31616.0,92.8,5.206666667,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Potato,1998,Rabi       ,Manipur,750.0,3930.0,74100.0,217.5,5.256666667,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Potato,1998,Winter     ,Manipur,1100.0,5750.0,108680.0,319.0,5.205714286,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Rapeseed &Mustard,1998,Rabi       ,Manipur,440.0,200.0,43472.0,127.6,0.45,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Rapeseed &Mustard,1998,Winter     ,Manipur,990.0,440.0,97812.0,287.1,0.44,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Rice,1998,Autumn     ,Manipur,88370.0,200290.0,8730956.0,25627.3,2.094444444,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Rice,1998,Winter     ,Manipur,78520.0,181900.0,7757776.0,22770.8,2.2175,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sesamum,1998,Autumn     ,Manipur,470.0,230.0,46436.0,136.3,0.49,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sesamum,1998,Winter     ,Manipur,310.0,150.0,30628.0,89.9,0.475,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Soyabean,1998,Autumn     ,Manipur,270.0,320.0,26676.0,78.3,1.144,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Soyabean,1998,Winter     ,Manipur,80.0,100.0,7904.0,23.2,1.265,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sugarcane,1998,Autumn     ,Manipur,380.0,12410.0,37544.0,110.2,32.65666667,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sugarcane,1998,Rabi       ,Manipur,10.0,330.0,988.0,2.9,33.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sugarcane,1998,Summer     ,Manipur,140.0,4570.0,13832.0,40.6,32.64,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sugarcane,1998,Winter     ,Manipur,170.0,5560.0,16796.0,49.3,32.845,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sweet potato,1998,Autumn     ,Manipur,50.0,180.0,4940.0,14.5,3.6,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sweet potato,1998,Rabi       ,Manipur,20.0,70.0,1976.0,5.8,3.5,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Sweet potato,1998,Winter     ,Manipur,10.0,30.0,988.0,2.9,3.0,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Tapioca,1998,Autumn     ,Manipur,30.0,130.0,2964.0,8.7,4.33,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Turmeric,1998,Autumn     ,Manipur,100.0,70.0,9880.0,29.0,0.833333333,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Turmeric,1998,Winter     ,Manipur,40.0,20.0,3952.0,11.6,0.5,58.0,17.0,37.0,5.9,20.69,1138.92,70.73
Banana,1999,Whole Year ,Manipur,3510.0,45140.0,372516.3,947.7,12.86,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Cotton(lint),1999,Kharif     ,Manipur,50.0,30.0,5306.5,13.5,0.6,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Dry chillies,1999,Whole Year ,Manipur,6920.0,4150.0,734419.6,1868.4,0.642222222,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Ginger,1999,Kharif     ,Manipur,590.0,970.0,62616.7,159.3,1.627142857,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Jute,1999,Kharif     ,Manipur,20.0,40.0,2122.6,5.4,2.0,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Maize,1999,Kharif     ,Manipur,4340.0,10710.0,460604.2,1171.8,2.254,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Onion,1999,Whole Year ,Manipur,300.0,640.0,31839.0,81.0,2.068571429,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Peas & beans (Pulses),1999,Kharif     ,Manipur,2280.0,1160.0,241976.4,615.6,0.565,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Potato,1999,Whole Year ,Manipur,2470.0,12920.0,262141.1,666.9,5.198888889,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Rapeseed &Mustard,1999,Rabi       ,Manipur,1410.0,630.0,149643.3,380.7,0.463333333,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Rice,1999,Kharif     ,Manipur,157050.0,364980.0,1.66677165E7,42403.5,2.171111111,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Sesamum,1999,Kharif     ,Manipur,1210.0,600.0,128417.3,326.7,0.495,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Soyabean,1999,Kharif     ,Manipur,470.0,560.0,49881.1,126.9,1.122,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Sugarcane,1999,Whole Year ,Manipur,650.0,21230.0,68984.5,175.5,32.7475,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Tapioca,1999,Whole Year ,Manipur,30.0,130.0,3183.9,8.1,4.33,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Turmeric,1999,Whole Year ,Manipur,220.0,140.0,23348.6,59.4,0.8,58.0,17.0,37.0,5.9,21.24,939.9,66.0
Banana,2000,Whole Year ,Manipur,3420.0,43980.0,335741.4,889.2,12.83875,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Cotton(lint),2000,Kharif     ,Manipur,60.0,20.0,5890.2,15.6,0.33,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Dry chillies,2000,Whole Year ,Manipur,7170.0,4300.0,703878.9,1864.2,0.648888889,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Ginger,2000,Kharif     ,Manipur,1140.0,1890.0,111913.8,296.4,1.672857143,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Maize,2000,Kharif     ,Manipur,4670.0,10860.0,458453.9,1214.2,2.55,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Onion,2000,Whole Year ,Manipur,350.0,740.0,34359.5,91.0,2.1,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Other Kharif pulses,2000,Kharif     ,Manipur,2130.0,1090.0,209102.1,553.8,0.57375,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Peas & beans (Pulses),2000,Kharif     ,Manipur,4060.0,2130.0,398570.2,1055.6,0.55375,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Potato,2000,Whole Year ,Manipur,2590.0,13550.0,254260.3,673.4,5.198888889,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Rapeseed &Mustard,2000,Rabi       ,Manipur,1470.0,660.0,144309.9,382.2,0.4525,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Rice,2000,Kharif     ,Manipur,156890.0,381750.0,1.54018913E7,40791.4,2.26,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Sesamum,2000,Kharif     ,Manipur,1260.0,620.0,123694.2,327.6,0.496666667,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Sugarcane,2000,Whole Year ,Manipur,740.0,24170.0,72645.8,192.4,32.57571429,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Sweet potato,2000,Whole Year ,Manipur,50.0,180.0,4908.5,13.0,3.6,58.0,17.0,37.0,5.9,20.53,881.03,67.98
Banana,2001,Whole Year ,Manipur,4420.0,56840.0,451414.6,1149.2,12.87375,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Cotton(lint),2001,Kharif     ,Manipur,90.0,30.0,9191.7,23.4,0.33,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Dry chillies,2001,Whole Year ,Manipur,7450.0,4470.0,760868.5,1937.0,0.78,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Ginger,2001,Kharif     ,Manipur,2140.0,3530.0,218558.2,556.4,1.645,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Maize,2001,Kharif     ,Manipur,5060.0,10090.0,516777.8,1315.6,2.0125,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Onion,2001,Whole Year ,Manipur,640.0,1360.0,65363.2,166.4,2.16,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Other Kharif pulses,2001,Kharif     ,Manipur,1870.0,950.0,190983.1,486.2,0.517142857,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Peas & beans (Pulses),2001,Kharif     ,Manipur,4090.0,2080.0,417711.7,1063.4,0.53,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Rapeseed &Mustard,2001,Rabi       ,Manipur,590.0,260.0,60256.7,153.4,0.44,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Rice,2001,Kharif     ,Manipur,162570.0,387270.0,1.66032741E7,42268.2,2.234444444,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Sesamum,2001,Kharif     ,Manipur,410.0,200.0,41873.3,106.6,0.63,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Sweet potato,2001,Whole Year ,Manipur,10.0,40.0,1021.3,2.6,4.0,58.0,17.0,37.0,5.9,21.19,746.54,65.33
Banana,2002,Whole Year ,Manipur,4270.0,14361.0,404240.9,1067.5,6.934444444,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Cashewnut,2002,Whole Year ,Manipur,285.0,93.0,26980.95,71.25,0.405,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Dry chillies,2002,Whole Year ,Manipur,10140.0,6080.0,959953.8,2535.0,0.587777778,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Ginger,2002,Kharif     ,Manipur,1270.0,2100.0,120230.9,317.5,1.663333333,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Maize,2002,Kharif     ,Manipur,3540.0,8270.0,335131.8,885.0,2.2,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Onion,2002,Whole Year ,Manipur,240.0,510.0,22720.8,60.0,2.078333333,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Other Kharif pulses,2002,Kharif     ,Manipur,1280.0,650.0,121177.6,320.0,0.5175,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Peas & beans (Pulses),2002,Kharif     ,Manipur,4110.0,2100.0,389093.7,1027.5,0.518888889,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Potato,2002,Whole Year ,Manipur,4470.0,23380.0,423174.9,1117.5,5.20375,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Rapeseed &Mustard,2002,Rabi       ,Manipur,2310.0,1030.0,218687.7,577.5,0.45,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Rice,2002,Kharif     ,Manipur,153110.0,335700.0,1.44949237E7,38277.5,2.034444444,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Sesamum,2002,Kharif     ,Manipur,30.0,20.0,2840.1,7.5,0.67,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Soyabean,2002,Kharif     ,Manipur,280.0,340.0,26507.6,70.0,1.21,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Sugarcane,2002,Whole Year ,Manipur,320.0,10450.0,30294.4,80.0,32.65666667,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Sweet potato,2002,Whole Year ,Manipur,122.0,787.0,11549.74,30.5,4.9025,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Tapioca,2002,Whole Year ,Manipur,223.0,1238.0,21111.41,55.75,5.298571429,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Turmeric,2002,Whole Year ,Manipur,330.0,230.0,31241.1,82.5,0.803333333,58.0,17.0,37.0,5.9,20.75,1116.15,69.08
Banana,2004,Whole Year ,Manipur,3870.0,49770.0,419275.8,812.7,12.88111111,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Dry chillies,2004,Whole Year ,Manipur,11920.0,7150.0,1291412.8,2503.2,0.597777778,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Ginger,2004,Kharif     ,Manipur,2480.0,4090.0,268683.2,520.8,1.73375,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Maize,2004,Kharif     ,Manipur,3220.0,8900.0,348854.8,676.2,2.5225,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Onion,2004,Whole Year ,Manipur,500.0,1060.0,54170.0,105.0,2.094,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Other Kharif pulses,2004,Kharif     ,Manipur,3380.0,1720.0,366189.2,709.8,0.512857143,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Peas & beans (Pulses),2004,Kharif     ,Manipur,5430.0,2770.0,588286.2,1140.3,0.508888889,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Potato,2004,Whole Year ,Manipur,2960.0,15480.0,320686.4,621.6,5.2175,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Rapeseed &Mustard,2004,Rabi       ,Manipur,200.0,90.0,21668.0,42.0,0.445,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Rice,2004,Kharif     ,Manipur,176310.0,435930.0,1.91014254E7,37025.1,2.327777778,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Sesamum,2004,Kharif     ,Manipur,1930.0,950.0,209096.2,405.3,0.46,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Soyabean,2004,Kharif     ,Manipur,420.0,500.0,45502.8,88.2,1.133333333,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Sugarcane,2004,Whole Year ,Manipur,300.0,9800.0,32502.0,63.0,32.67,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Sweet potato,2004,Whole Year ,Manipur,130.0,460.0,14084.2,27.3,3.54,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Turmeric,2004,Whole Year ,Manipur,470.0,320.0,50919.8,98.7,0.74,58.0,17.0,37.0,5.9,20.24,1147.94,72.54
Banana,2004,Whole Year ,Puducherry,302.0,10208.0,32718.68,63.42,29.17666667,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Black pepper,2004,Whole Year ,Puducherry,12.0,7.0,1300.08,2.52,0.58,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Cashewnut,2004,Whole Year ,Puducherry,218.0,141.0,23618.12,45.78,0.63,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Coconut ,2004,Whole Year ,Puducherry,2137.0,2.8003E7,231522.58,448.77,11687.445,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Cotton(lint),2004,Kharif     ,Puducherry,731.0,526.0,79196.54,153.51,0.725,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Dry chillies,2004,Whole Year ,Puducherry,14.0,35.0,1516.76,2.94,2.076666667,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
Groundnut,2004,Kharif     ,Puducherry,1632.0,3157.0,176810.88,342.72,1.135,88.0,55.0,40.0,7.0,27.67,1307.68,76.32
